NACA 0012
    1.000000       0.000000    
   0.9916770      0.1173453E-02
   0.9803640      0.2749512E-02
   0.9672594      0.4548461E-02
   0.9527094      0.6513107E-02
   0.9371906      0.8571644E-02
   0.9211098      0.1066559E-01
   0.9047307      0.1275854E-01
   0.8881990      0.1483123E-01
   0.8715890      0.1687438E-01
   0.8549374      0.1888386E-01
   0.8382620      0.2085793E-01
   0.8215722      0.2279590E-01
   0.8048727      0.2469750E-01
   0.7881664      0.2656260E-01
   0.7714554      0.2839103E-01
   0.7547412      0.3018256E-01
   0.7380253      0.3193685E-01
   0.7213088      0.3365340E-01
   0.7045932      0.3533162E-01
   0.6878796      0.3697073E-01
   0.6711694      0.3856985E-01
   0.6544637      0.4012791E-01
   0.6377640      0.4164369E-01
   0.6210716      0.4311584E-01
   0.6043879      0.4454283E-01
   0.5877143      0.4592295E-01
   0.5710523      0.4725434E-01
   0.5544034      0.4853496E-01
   0.5377692      0.4976258E-01
   0.5211515      0.5093481E-01
   0.5045520      0.5204904E-01
   0.4879725      0.5310245E-01
   0.4714152      0.5409206E-01
   0.4548821      0.5501461E-01
   0.4383756      0.5586668E-01
   0.4218982      0.5664455E-01
   0.4054527      0.5734429E-01
   0.3890420      0.5796167E-01
   0.3726696      0.5849219E-01
   0.3563391      0.5893106E-01
   0.3400549      0.5927315E-01
   0.3238215      0.5951299E-01
   0.3076446      0.5964469E-01
   0.2915302      0.5966200E-01
   0.2754859      0.5955823E-01
   0.2595202      0.5932617E-01
   0.2436435      0.5895815E-01
   0.2278683      0.5844596E-01
   0.2122105      0.5778086E-01
   0.1966898      0.5695364E-01
   0.1813320      0.5595481E-01
   0.1661718      0.5477488E-01
   0.1512560      0.5340518E-01
   0.1366496      0.5183910E-01
   0.1224422      0.5007443E-01
   0.1087546      0.4811673E-01
   0.9573936E-01  0.4598360E-01
   0.8357044E-01  0.4370791E-01
   0.7241381E-01  0.4133722E-01
   0.6238752E-01  0.3892698E-01
   0.5353091E-01  0.3652930E-01
   0.4580157E-01  0.3418335E-01
   0.3909828E-01  0.3191159E-01
   0.3329271E-01  0.2972173E-01
   0.2825461E-01  0.2761113E-01
   0.2386618E-01  0.2557117E-01
   0.2002762E-01  0.2359023E-01
   0.1665766E-01  0.2165568E-01
   0.1369187E-01  0.1975490E-01
   0.1108041E-01  0.1787580E-01
   0.8785821E-02  0.1600726E-01
   0.6781149E-02  0.1413949E-01
   0.5048426E-02  0.1226455E-01
   0.3577154E-02  0.1037729E-01
   0.2362688E-02  0.8476486E-02
   0.1403607E-02  0.6565845E-02
   0.6990502E-03  0.4656139E-02
   0.2434807E-03  0.2760760E-02
   0.2600131E-04  0.9055661E-03
   0.2600131E-04 -0.9055661E-03
   0.2434807E-03 -0.2760760E-02
   0.6990502E-03 -0.4656139E-02
   0.1403607E-02 -0.6565845E-02
   0.2362688E-02 -0.8476486E-02
   0.3577154E-02 -0.1037729E-01
   0.5048426E-02 -0.1226455E-01
   0.6781149E-02 -0.1413949E-01
   0.8785821E-02 -0.1600726E-01
   0.1108041E-01 -0.1787580E-01
   0.1369187E-01 -0.1975490E-01
   0.1665766E-01 -0.2165568E-01
   0.2002762E-01 -0.2359023E-01
   0.2386618E-01 -0.2557117E-01
   0.2825461E-01 -0.2761113E-01
   0.3329271E-01 -0.2972173E-01
   0.3909828E-01 -0.3191159E-01
   0.4580157E-01 -0.3418335E-01
   0.5353091E-01 -0.3652930E-01
   0.6238752E-01 -0.3892698E-01
   0.7241381E-01 -0.4133722E-01
   0.8357044E-01 -0.4370791E-01
   0.9573936E-01 -0.4598360E-01
   0.1087546     -0.4811673E-01
   0.1224422     -0.5007443E-01
   0.1366496     -0.5183910E-01
   0.1512560     -0.5340518E-01
   0.1661718     -0.5477488E-01
   0.1813320     -0.5595481E-01
   0.1966898     -0.5695364E-01
   0.2122105     -0.5778086E-01
   0.2278683     -0.5844596E-01
   0.2436435     -0.5895815E-01
   0.2595202     -0.5932617E-01
   0.2754859     -0.5955823E-01
   0.2915302     -0.5966200E-01
   0.3076446     -0.5964469E-01
   0.3238215     -0.5951299E-01
   0.3400549     -0.5927315E-01
   0.3563391     -0.5893106E-01
   0.3726696     -0.5849219E-01
   0.3890420     -0.5796167E-01
   0.4054527     -0.5734429E-01
   0.4218982     -0.5664455E-01
   0.4383756     -0.5586668E-01
   0.4548821     -0.5501461E-01
   0.4714152     -0.5409206E-01
   0.4879725     -0.5310245E-01
   0.5045520     -0.5204904E-01
   0.5211515     -0.5093481E-01
   0.5377692     -0.4976258E-01
   0.5544034     -0.4853496E-01
   0.5710523     -0.4725434E-01
   0.5877143     -0.4592295E-01
   0.6043879     -0.4454283E-01
   0.6210716     -0.4311584E-01
   0.6377640     -0.4164369E-01
   0.6544637     -0.4012791E-01
   0.6711694     -0.3856985E-01
   0.6878796     -0.3697073E-01
   0.7045932     -0.3533162E-01
   0.7213088     -0.3365340E-01
   0.7380253     -0.3193685E-01
   0.7547412     -0.3018256E-01
   0.7714554     -0.2839103E-01
   0.7881664     -0.2656260E-01
   0.8048727     -0.2469750E-01
   0.8215722     -0.2279590E-01
   0.8382620     -0.2085793E-01
   0.8549374     -0.1888386E-01
   0.8715890     -0.1687438E-01
   0.8881990     -0.1483123E-01
   0.9047307     -0.1275854E-01
   0.9211098     -0.1066559E-01
   0.9371906     -0.8571644E-02
   0.9527094     -0.6513107E-02
   0.9672594     -0.4548461E-02
   0.9803640     -0.2749512E-02
   0.9916770     -0.1173453E-02
    1.000000       0.000000    
